product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
113,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",866.74,30.81,beauty,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,994,Crimson,large,9.3,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2011-08-23,3.3,240,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,4.3,85,express,4.73
114,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",925.48,35.66,electronics,nulla sed accumsan felis ut at dolor quis odio consequat,37,Pink,large,3.0,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,2010-09-06,4.6,63,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,4.0,173,free,9.86
115,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,541.27,48.68,home decor,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,787,Goldenrod,extra large,7.3,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,2014-10-11,3.6,955,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,1.4,856,free,20.12
116,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,Sed accumsan felis. Ut at dolor quis odio consequat varius.,677.33,1.76,beauty,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,571,Puce,small,6.1,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,2014-04-12,1.6,840,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,2.1,420,standard,37.69
117,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,Aenean lectus. Pellentesque eget nunc.,629.47,39.9,toys,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,77,Teal,extra large,5.0,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,2022-10-29,3.2,676,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,1.1,659,express,15.6
118,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",784.4,47.47,home decor,et commodo vulputate justo in blandit ultrices enim lorem ipsum,902,Goldenrod,medium,1.2,congue risus semper porta volutpat quam pede lobortis ligula sit,2018-07-31,1.2,599,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,2.3,810,free,20.53
119,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",514.11,28.34,beauty,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,347,Khaki,medium,7.3,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,2019-10-04,4.6,51,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,3.3,914,express,37.6
120,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",274.38,27.24,clothing,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,581,Maroon,extra large,9.4,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2013-08-26,1.1,299,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,1.7,664,standard,37.24
121,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",591.05,25.74,electronics,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,633,Maroon,large,2.5,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,2018-11-04,4.3,648,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,1.1,300,free,16.74
122,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",26.83,32.97,electronics,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,243,Yellow,extra large,0.1,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,2012-08-21,4.3,268,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,4.7,414,express,43.4
123,libero ut massa volutpat convallis morbi odio odio elementum eu interdum,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",628.36,47.02,electronics,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,651,Mauv,large,7.9,cum sociis natoque penatibus et magnis dis parturient montes nascetur,2022-12-23,4.6,463,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,2.7,490,free,14.42
124,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,Etiam faucibus cursus urna.,63.43,30.09,toys,turpis a pede posuere nonummy integer non velit donec diam neque,264,Pink,medium,8.8,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,2021-10-28,3.1,600,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,1.5,644,standard,2.98
125,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",231.57,6.14,beauty,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,738,Purple,large,7.4,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,2015-07-28,1.1,458,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,4.0,913,free,48.53
126,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",948.88,37.29,clothing,blandit lacinia erat vestibulum sed magna at nunc commodo placerat,356,Turquoise,small,9.2,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,2011-01-22,2.7,515,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,4.6,735,standard,4.04
127,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,Pellentesque ultrices mattis odio.,247.65,40.65,beauty,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,620,Blue,small,2.3,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,2020-11-10,4.0,230,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,1.5,840,standard,38.98
128,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",402.48,13.84,toys,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,301,Crimson,medium,6.0,eu magna vulputate luctus cum sociis natoque penatibus et magnis,2016-11-23,1.0,298,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,3.3,869,express,28.0
129,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",211.34,38.76,home decor,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,618,Indigo,medium,6.0,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,2018-06-03,3.4,692,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,4.4,429,standard,34.68
130,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,187.42,22.88,home decor,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,8,Crimson,large,1.3,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,2016-01-10,2.1,755,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,3.4,482,free,38.58
131,ut at dolor quis odio consequat varius integer ac leo,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",761.57,33.69,clothing,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,534,Puce,large,5.1,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,2012-08-26,3.8,327,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,1.6,548,free,29.2
132,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",127.77,47.86,electronics,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,834,Violet,extra large,3.0,condimentum curabitur in libero ut massa volutpat convallis morbi odio,2019-09-25,4.5,64,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,2.7,803,standard,29.02
133,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",662.34,37.29,beauty,mi in porttitor pede justo eu massa donec dapibus duis at velit,742,Indigo,extra large,9.2,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2014-08-19,4.8,209,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,2.1,820,express,14.73
134,potenti in eleifend quam a odio in hac habitasse platea,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",91.43,20.63,electronics,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,208,Maroon,small,2.5,neque duis bibendum morbi non quam nec dui luctus rutrum,2015-12-11,4.5,44,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,3.2,171,standard,5.71
135,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",268.07,1.42,home decor,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,6,Red,extra large,8.5,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2012-11-17,2.0,271,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,2.6,687,express,39.27
136,id luctus nec molestie sed justo pellentesque viverra pede ac,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",352.11,3.11,beauty,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,606,Yellow,small,0.2,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,2015-01-20,2.0,292,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,5.0,145,free,22.03
137,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,582.31,15.89,toys,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,658,Khaki,extra large,4.8,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,2017-02-26,3.3,794,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,1.4,850,free,7.09
138,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,988.63,29.67,clothing,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,186,Teal,medium,5.2,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,2015-12-17,4.5,828,volutpat sapien arcu sed augue aliquam erat volutpat in congue,1.7,249,standard,15.7
139,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",653.72,3.29,electronics,mi sit amet lobortis sapien sapien non mi integer ac neque,108,Indigo,small,7.4,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,2014-04-26,1.1,153,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,2.2,431,express,26.47
140,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",673.46,47.46,electronics,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,399,Yellow,extra large,8.0,in sagittis dui vel nisl duis ac nibh fusce lacus purus,2013-07-20,3.7,402,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,3.8,668,free,2.69
141,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",616.2,12.83,toys,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,59,Aquamarine,medium,9.8,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,2013-09-04,1.9,669,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,1.8,185,free,38.9
142,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",912.61,11.68,home decor,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,290,Violet,large,9.4,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2022-07-23,3.3,531,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,3.7,85,free,16.57
143,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",560.76,37.83,home decor,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,856,Red,medium,10.0,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,2020-04-26,3.3,593,in porttitor pede justo eu massa donec dapibus duis at,2.7,747,free,21.76
144,ornare consequat lectus in est risus auctor sed tristique in,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",920.83,44.34,clothing,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,422,Maroon,large,9.1,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,2013-09-02,3.3,256,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,1.3,37,standard,0.89
145,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",211.21,42.48,electronics,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,504,Goldenrod,medium,4.1,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,2017-02-01,1.8,978,neque libero convallis eget eleifend luctus ultricies eu nibh quisque,1.1,997,free,7.65
146,eros viverra eget congue eget semper rutrum nulla nunc purus,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",51.77,3.84,toys,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,398,Blue,small,8.0,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2021-07-01,2.7,677,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,1.8,728,express,34.1
147,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",494.64,43.01,home decor,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,798,Violet,extra large,4.7,felis donec semper sapien a libero nam dui proin leo odio,2014-02-18,3.1,140,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,4.8,555,express,38.21
148,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",65.19,42.02,home decor,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,552,Blue,large,7.0,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,2012-10-14,4.7,345,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,2.9,267,free,4.07
149,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",201.03,47.76,clothing,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,724,Khaki,small,9.3,sapien arcu sed augue aliquam erat volutpat in congue etiam,2018-02-26,2.5,123,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,1.8,921,express,2.45
150,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",289.22,20.52,home decor,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,1,Orange,extra large,8.8,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,2021-07-01,3.8,599,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,1.2,575,standard,44.41
151,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,854.99,13.32,home decor,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,809,Blue,large,3.5,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,2013-09-22,1.7,303,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,4.5,481,standard,16.14
152,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",829.24,14.73,electronics,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,113,Blue,medium,7.1,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,2016-07-14,3.4,589,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,4.2,978,free,19.73
153,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",180.94,0.17,electronics,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,763,Crimson,extra large,0.4,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,2016-01-01,1.5,162,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,4.3,930,free,30.21
